Valor Arriendo,Valor_Arriendo_SM,Area Construida,Cuartos,Banos,Garajes,Estrato,latitud,longitud,dist_transmilenio_cercana_m,dist_bus_cercana_m,num_farmacias_120m,num_colegios_120m,num_transmilenio_120m,num_bus_120m,dist_farmacia_cercana_m,dist_supermercado_cercano_m,dist_via_principal_m,num_universidades_300m
5000000,3.8461538461538463,104.01,3,4,2,4.0,4.6446895999999995,-74.103874,562.4995220615913,102.93548578319131,1.0,1.0,1.0,1.0,253.36908325507517,285.29841931959265,537.8879090191808,1.0
1650000,1.2692307692307692,41.0,2,1,0,,4.646634,-74.11834,770.1279816455052,614.6436362795592,1.0,1.0,1.0,1.0,900.3828119259176,771.6809621793149,668.5693375547935,1.0
880000,0.676923076923077,58.5,2,1,0,2.0,4.6274605,-74.12659,367.52800000876795,304.30235466244307,1.0,1.0,1.0,1.0,340.00854402318845,599.6158920070307,190.66583373165656,1.0
6000000,4.615384615384615,124.0,3,3,2,5.0,4.642049,-74.10155,558.519832941406,82.60630010123973,1.0,1.0,1.0,1.0,162.30323930708377,133.030396538395,478.9933701084464,1.0
2400000,1.8461538461538463,24.0,1,1,1,4.0,4.6356839999999995,-74.09777,399.84106184855335,144.58708028581765,1.0,1.0,1.0,1.0,133.8010832190352,170.19826293856542,511.97240778959633,1.0
2800000,2.1538461538461537,66.1,3,2,1,,4.643671,-74.10554,536.9334168794516,312.58741897352746,1.0,1.0,1.0,1.0,402.8730118997521,423.24587086750057,485.364123228149,1.0
2850000,2.1923076923076925,70.5,3,2,1,4.0,4.6403003,-74.10126,486.38355414316925,216.10009293775443,1.0,1.0,1.0,1.0,357.9999716044119,268.02332495147414,590.5302761318314,1.0
2000000,1.5384615384615385,41.5,2,1,0,,4.6460357,-74.11762,668.489063225929,639.7845139635571,1.0,1.0,1.0,1.0,938.8016826952165,688.291357628192,631.7820063401914,1.0
1650000,1.2692307692307692,42.5,2,1,0,,4.6473413,-74.11634,638.3535759194497,779.0381089920527,1.0,1.0,1.0,1.0,773.9949013748839,719.4042970516164,632.6827634157296,1.0
2200000,1.6923076923076923,47.0,1,1,1,4.0,4.641407,-74.10233,617.9295901609445,191.78237196849676,1.0,1.0,1.0,1.0,232.78270816119965,212.140450580076,590.6636528629633,1.0
1750000,1.3461538461538463,41.0,1,1,0,,4.646222,-74.117714,687.3290941498027,661.7167756458563,1.0,1.0,1.0,1.0,923.477366482682,710.5725070847743,654.7033669765163,1.0
750000,0.5769230769230769,33.0,1,1,0,3.0,4.624295,-74.12088,356.3278261400384,274.9742746365085,1.0,1.0,1.0,1.0,114.94880441254648,105.66608148089718,342.42752804802046,1.0
2850000,2.1923076923076925,70.0,1,2,1,,4.649003,-74.108185,121.72018805532316,222.364576208279,1.0,1.0,1.0,1.0,416.4095923055885,338.43214318305866,114.67244568150521,1.0
3000000,2.3076923076923075,56.5,2,1,1,4.0,4.642513,-74.09962,338.89909934334605,172.6040190188577,1.0,1.0,1.0,1.0,275.735987247018,249.49428478278614,285.6905852480622,1.0
1485000,1.1423076923076922,37.0,2,1,0,3.0,4.6299214,-74.10657,495.73594551927096,155.31129549944748,1.0,1.0,1.0,1.0,239.89797329341596,247.06614817155292,199.69591088617557,1.0
